is_genuine,diagonal,height_left,height_right,margin_low,margin_up,length
1,-0.4865395744903167,2.77412327071792,3.1632404133022787,0.05584253297340185,-1.1283250016955477,0.1736511386447021
1,-1.6337293553551964,-2.2365352819955877,-0.7996677663110533,-1.0813563346070187,-0.6967991602985099,0.47166629407456245
1,2.397823303112841,1.5047564373638467,-1.2911912614568801,-0.12610928583946437,-0.9125620809970298,0.5519011436133616
1,-1.96149786417372,-0.39929381266731095,0.060498350194165364,-1.308796108123103,-0.6104939920191041,0.9530753913074063
1,-0.7487543815451916,0.8366686303353694,-1.4140721352433585,-0.6719647422780671,1.417677462546973,-0.1587503808732034
1,0.6934270572563873,-0.9671684486415142,0.49058140844677467,-0.09578398270398712,-0.869409496857325,0.15072689591933325
1,1.2506335222479614,0.5026247268211546,-0.21598361582537856,0.14681844237983632,0.4683206114734897,0.15072689591933325
1,-0.25710161831735945,-0.9003596679386332,0.49058140844677467,-0.7629406516845009,-0.9988672492764374,0.46020417271186986
1,1.6767325837120515,-0.3658894223158705,-0.7689475478644228,-0.732615348549023,0.42516802733378684,0.19657538137007097
1,1.6767325837120515,0.1351764329554518,0.30626009776707874,-0.6719647422780671,0.42516802733378684,0.8843026631312834
1,-0.42098587272657473,0.36900716541544015,-0.9225486400974882,-2.006278080239095,0.12309993835586125,0.6206738717894844
1,-0.3882090218447503,1.872204731229502,0.2448196608738613,-0.9145671673618906,0.5114731956131944,0.46020417271186986
1,-0.224324767435535,-0.4661025933701444,-1.598393445923011,-0.5658261813038941,-0.8262569127176222,0.6435981145148533
1,0.7917576099019537,1.0704993627953103,-0.7689475478644228,-0.06545867956850852,0.9861516211499352,1.1135450903850208
1,0.33288169755603914,-0.532911374072978,-0.277424052718596,-0.5961514844393726,-0.9988672492764374,0.586287507701423
1,-0.7487543815451916,-0.3658894223158705,-0.5539060187381399,-0.0806213311362485,-1.6030034272322904,0.34558295908500924
1,-2.1581589694648526,0.5360291171725476,-0.6767868925245748,-0.5506635297361554,-1.4303930906734754,0.21949962409545612
1,-0.25710161831735945,1.4713520470124062,-1.4447923536899454,0.11649313924435771,0.7703887004514172,0.3799693231730707
1,1.6767325837120515,-0.4661025933701444,0.6749027191264706,-1.1268442893102355,0.5546257797528973,0.9072269058566522
1,-0.19154791655361744,-1.200999181101455,-2.3663989070883815,0.10133048767661908,-0.006357814063251094,0.5060526581626239
1,-0.28987846919918386,-0.39929381266731095,0.1219387870873828,-1.1268442893102355,-0.7831043285779175,1.044772362208898
1,-0.4537627236084923,-1.2678079618042886,-0.8611082032042707,-0.3535490593555492,-1.516698258952883,-0.12436401678515824
1,0.46398910108343,-0.23227186091020355,-0.6460666740779879,-0.8387539095231954,-1.1283250016955477,0.001719318204411216
1,1.9717242416487508,-0.5997201547758588,-0.9225486400974882,-1.763675655155272,-0.09266298234265868,0.7926056922297916
1,0.8573113116656957,-0.9337640582900737,-0.09310274203890004,-0.45968762032972227,0.16625252249556408,0.7582193281417302
